player_name,age,market_value_m,position_tm,tm_league,league
Edson Álvarez,28,18.0,Defensive Midfield,,Süper Lig
İsmail Yüksek,27,15.0,Defensive Midfield,,Süper Lig
N'Golo Kanté,34,4.5,Defensive Midfield,,Süper Lig
Mattéo Guendouzi,26,28.0,Central Midfield,,Süper Lig
Fred,33,6.0,Central Midfield,,Süper Lig
Abdou Aziz Fall,19,0.1,Central Midfield,,Süper Lig
Marco Asensio,30,15.0,Attacking Midfield,,Süper Lig
Mert Hakan Yandaş,31,,Attacking Midfield,,Süper Lig
Kerem Aktürkoğlu,27,22.0,Left Winger,,Süper Lig
Oğuz Aydın,25,8.0,Left Winger,,Süper Lig
Dorgeles Nene,23,18.0,Right Winger,,Süper Lig
Anthony Musaba,25,6.0,Right Winger,,Süper Lig
Emre Mor,28,0.6,Right Winger,,Süper Lig
Sidiki Chérif,19,18.0,Centre-Forward,,Süper Lig
Talisca,32,8.0,Centre-Forward,,Süper Lig
Ersin Destanoğlu,25,2.5,Goalkeeper,,Süper Lig
Devis Vásquez,27,1.5,Goalkeeper,,Süper Lig
Emre Bilgin,22,0.5,Goalkeeper,,Süper Lig
Emir Yaşar,20,0.1,Goalkeeper,,Süper Lig
Emmanuel Agbadou,28,18.0,Centre-Back,,Süper Lig
Tiago Djaló,25,7.0,Centre-Back,,Süper Lig
Emirhan Topçu,25,6.0,Centre-Back,,Süper Lig
Felix Uduokhai,28,4.0,Centre-Back,,Süper Lig
Yasin Özcan,19,5.0,Left-Back,,Süper Lig
Rıdvan Yılmaz,24,4.0,Left-Back,,Süper Lig
Amir Murillo,30,8.0,Right-Back,,Süper Lig
Taylan Bulut,20,5.0,Right-Back,,Süper Lig
Gökhan Sazdağı,31,1.5,Right-Back,,Süper Lig
Kristjan Asllani,24,13.0,Defensive Midfield,,Süper Lig
Wilfred Ndidi,29,10.0,Defensive Midfield,,Süper Lig
Kartal Yılmaz,25,2.5,Defensive Midfield,,Süper Lig
Necip Uysal,35,0.1,Defensive Midfield,,Süper Lig
Orkun Kökçü,25,25.0,Central Midfield,,Süper Lig
Salih Uçan,32,1.0,Central Midfield,,Süper Lig
Junior Olaitan,23,5.0,Attacking Midfield,,Süper Lig
El Bilal Touré,24,15.0,Left Winger,,Süper Lig
Jota Silva,26,12.0,Left Winger,,Süper Lig
Devrim Şahin,18,0.4,Left Winger,,Süper Lig
Vaclav Cerny,28,8.0,Right Winger,,Süper Lig
Cengiz Ünder,28,6.0,Right Winger,,Süper Lig
Milot Rashica,29,4.0,Right Winger,,Süper Lig
Hyeon-gyu Oh,24,15.0,Centre-Forward,,Süper Lig
Mustafa Hekimoğlu,18,5.0,Centre-Forward,,Süper Lig
André Onana,29,12.0,Goalkeeper,,Süper Lig
Onuralp Çevikkan,20,1.0,Goalkeeper,,Süper Lig
Ahmet Yıldırım,19,,Goalkeeper,,Süper Lig
Erol Can Çolak,20,,Goalkeeper,,Süper Lig
Arseniy Batagov,24,11.0,Centre-Back,,Süper Lig
Chibuike Nwaiwu,22,7.0,Centre-Back,,Süper Lig
Stefan Savic,35,0.5,Centre-Back,,Süper Lig
Arda Öztürk,19,0.1,Centre-Back,,Süper Lig
Taha Emre İnce,18,0.1,Centre-Back,,Süper Lig
Mathias Løvik,22,4.0,Left-Back,,Süper Lig
Mustafa Eskihellaç,28,3.5,Left-Back,,Süper Lig
Wagner Pina,23,8.0,Right-Back,,Süper Lig
Okay Yokuşlu,32,1.5,Defensive Midfield,,Süper Lig
Salih Malkoçoğlu,21,1.0,Defensive Midfield,,Süper Lig
Christ Inao Oulaï,19,17.0,Central Midfield,,Süper Lig
Tim Jabol-Folcarelli,26,6.0,Central Midfield,,Süper Lig
Benjamin Bouchouari,24,5.0,Central Midfield,,Süper Lig
Ozan Tufan,30,1.5,Central Midfield,,Süper Lig
Boran Başkan,19,0.1,Central Midfield,,Süper Lig
Ernest Muci,24,11.0,Attacking Midfield,,Süper Lig
Anthony Nwakaeme,36,0.2,Left Winger,,Süper Lig
Oleksandr Zubkov,29,7.0,Right Winger,,Süper Lig
Edin Visca,36,0.3,Right Winger,,Süper Lig
Onuralp Çakıroğlu,18,,Right Winger,,Süper Lig
Felipe Augusto,22,10.0,Centre-Forward,,Süper Lig
Paul Onuachu,31,6.0,Centre-Forward,,Süper Lig
Umut Nayir,32,0.7,Centre-Forward,,Süper Lig
Muhammed Şengezer,29,2.5,Goalkeeper,,Süper Lig
Doğan Alemdar,23,1.5,Goalkeeper,,Süper Lig
Volkan Babacan,37,0.05,Goalkeeper,,Süper Lig
Luca Stancic,19,,Goalkeeper,,Süper Lig
Jerome Opoku,27,5.0,Centre-Back,,Süper Lig
Léo Duarte,29,2.5,Centre-Back,,Süper Lig
Hamza Güreler,19,2.0,Centre-Back,,Süper Lig
Ousseynou Ba,30,1.5,Centre-Back,,Süper Lig
Christopher Operi,28,4.0,Left-Back,,Süper Lig
Kazımcan Karataş,23,2.0,Left-Back,,Süper Lig
Festy Ebosele,23,3.5,Right-Back,,Süper Lig
Onur Bulut,31,0.7,Right-Back,,Süper Lig
Ömer Ali Şahiner,34,0.25,Right-Back,,Süper Lig
Jakub Kaluzinski,23,3.5,Defensive Midfield,,Süper Lig
Berat Özdemir,27,3.0,Defensive Midfield,,Süper Lig
Onur Ergün,33,0.2,Defensive Midfield,,Süper Lig
Olivier Kemen,29,2.5,Central Midfield,,Süper Lig
Miguel Crespo,29,2.5,Central Midfield,,Süper Lig
Umut Güneş,26,2.5,Central Midfield,,Süper Lig
Amine Harit,28,5.0,Left Winger,,Süper Lig
Ivan Brnic,24,2.0,Left Winger,,Süper Lig
Berkay Aslan,19,0.4,Left Winger,,Süper Lig
Abbosbek Fayzullaev,22,7.0,Right Winger,,Süper Lig
Yusuf Sarı,27,3.5,Right Winger,,Süper Lig
Eldor Shomurodov,30,7.0,Centre-Forward,,Süper Lig
Bertuğ Yıldırım,23,4.0,Centre-Forward,,Süper Lig
Davie Selke,31,3.0,Centre-Forward,,Süper Lig
Nuno Da Costa,35,0.5,Centre-Forward,,Süper Lig
Mateusz Lis,29,2.5,Goalkeeper,,Süper Lig
Ekrem Kılıçarslan,28,0.25,Goalkeeper,,Süper Lig
Şamil Öztürk,20,0.1,Goalkeeper,,Süper Lig
Nevzat Üzel,19,,Goalkeeper,,Süper Lig
Taha Altıkardeş,22,5.0,Centre-Back,,Süper Lig
Malcom Bokele,26,4.5,Centre-Back,,Süper Lig
Furkan Bayır,26,1.2,Centre-Back,,Süper Lig
Héliton,30,1.0,Centre-Back,,Süper Lig
Allan Godói,32,0.1,Centre-Back,,Süper Lig
Ege Yıldırım,18,0.05,Centre-Back,,Süper Lig
Erkam Kömür,23,0.075,Right-Back,,Süper Lig
Anthony Dennis,21,8.0,Defensive Midfield,,Süper Lig
Novatus Miroshi,23,3.5,Defensive Midfield,,Süper Lig
Musah Mohammed,24,0.9,Defensive Midfield,,Süper Lig
Furkan Malak,21,,Central Midfield,,Süper Lig
Arda Okan Kurtulan,23,5.0,Right Midfield,,Süper Lig
Ogün Bayrak,27,0.8,Right Midfield,,Süper Lig
Uğur Kaan Yıldız,23,0.7,Right Midfield,,Süper Lig
Amin Cherni,24,2.5,Left Midfield,,Süper Lig
İsmail Köybaşı,36,0.05,Left Midfield,,Süper Lig
Filip Krastev,24,3.5,Attacking Midfield,,Süper Lig
Alexis Antunes,25,1.5,Attacking Midfield,,Süper Lig
Efkan Bekiroğlu,30,1.2,Attacking Midfield,,Süper Lig
Juan,24,8.0,Centre-Forward,,Süper Lig
Janderson,26,4.5,Centre-Forward,,Süper Lig
Guilherme Luiz,20,1.5,Centre-Forward,,Süper Lig
Jeh,26,0.7,Centre-Forward,,Süper Lig
Okan Kocuk,30,2.2,Goalkeeper,,Süper Lig
İrfan Can Eğribayat,27,1.5,Goalkeeper,,Süper Lig
Efe Yiğit Üstün,17,,Goalkeeper,,Süper Lig
Efe Berat Törüz,19,,Goalkeeper,,Süper Lig
Rick van Drongelen,27,4.0,Centre-Back,,Süper Lig
Toni Borevković,28,2.5,Centre-Back,,Süper Lig
Lubomir Satka,30,1.8,Centre-Back,,Süper Lig
Bedirhan Çetin,19,0.15,Centre-Back,,Süper Lig
Ali Badra Diabaté,19,0.1,Centre-Back,,Süper Lig
Logi Tómasson,25,2.5,Left-Back,,Süper Lig
Soner Gönül,28,0.6,Left-Back,,Süper Lig
Enes Albak,20,0.15,Left-Back,,Süper Lig
Joe Mendes,23,2.5,Right-Back,,Süper Lig
Zeki Yavru,34,0.3,Right-Back,,Süper Lig
Antoine Makoumbou,27,4.0,Defensive Midfield,,Süper Lig
Yunus Emre Çift,22,0.6,Defensive Midfield,,Süper Lig
Franck Atoen,19,,Defensive Midfield,,Süper Lig
Eyüp Değirmenci,18,,Defensive Midfield,,Süper Lig
Olivier Ntcham,30,2.8,Central Midfield,,Süper Lig
Celil Yüksel,28,0.8,Central Midfield,,Süper Lig
Yalçın Kayan,27,0.7,Central Midfield,,Süper Lig
Muhammet Özbaskıcı,20,,Central Midfield,,Süper Lig
Alper Efe Pazar,21,,Central Midfield,,Süper Lig
Carlo Holse,26,6.0,Attacking Midfield,,Süper Lig
Afonso Sousa,25,3.5,Attacking Midfield,,Süper Lig
Jaurès Assoumou,23,2.0,Left Winger,,Süper Lig
Emre Kılınç,31,1.2,Left Winger,,Süper Lig
Tahsin Bülbül,19,0.2,Left Winger,,Süper Lig
Saikuba Jarju,18,,Left Winger,,Süper Lig
Elayis Tavsan,24,1.5,Right Winger,,Süper Lig
Tanguy Coulibaly,25,1.2,Right Winger,,Süper Lig
Cherif Ndiaye,30,5.0,Centre-Forward,,Süper Lig
Marius Mouandilmadji,28,4.5,Centre-Forward,,Süper Lig
Ebrima Ceesay,19,0.05,Centre-Forward,,Süper Lig
Yahia Fofana,25,5.0,Goalkeeper,,Süper Lig
Erdem Canpolat,24,0.5,Goalkeeper,,Süper Lig
Efe Doğan,21,0.15,Goalkeeper,,Süper Lig
Attila Mocsi,25,2.0,Centre-Back,,Süper Lig
Modibo Sagnan,26,2.0,Centre-Back,,Süper Lig
Khusniddin Alikulov,26,1.5,Centre-Back,,Süper Lig
Samet Akaydin,32,1.2,Centre-Back,,Süper Lig
Emir Ortakaya,21,0.7,Centre-Back,,Süper Lig
Mithat Pala,25,1.8,Left-Back,,Süper Lig
Casper Højer,31,1.2,Left-Back,,Süper Lig
Taha Şahin,25,3.0,Right-Back,,Süper Lig
Furkan Orak,24,0.25,Right-Back,,Süper Lig
Giannis Papanikolaou,27,1.5,Defensive Midfield,,Süper Lig
Taylan Antalyalı,31,0.8,Defensive Midfield,,Süper Lig
Qazim Laci,30,2.8,Central Midfield,,Süper Lig
Ibrahim Olawoyin,28,2.2,Central Midfield,,Süper Lig
Muhamed Buljubasic,21,1.8,Central Midfield,,Süper Lig
Valentin Mihăilă,26,2.8,Left Winger,,Süper Lig
Altin Zeqiri,25,1.2,Left Winger,,Süper Lig
Emrecan Bulut,23,0.6,Left Winger,,Süper Lig
Adedire Mebude,21,1.2,Right Winger,,Süper Lig
Loide Augusto,26,1.0,Right Winger,,Süper Lig
Frantzdy Pierrot,30,2.5,Centre-Forward,,Süper Lig
Ali Sowe,31,1.5,Centre-Forward,,Süper Lig
Halil Dervişoğlu,26,0.8,Centre-Forward,,Süper Lig
Deniz Ertaş,20,3.5,Goalkeeper,,Süper Lig
Bahadır Güngördü,30,0.6,Goalkeeper,,Süper Lig
Egemen Aydın,18,,Goalkeeper,,Süper Lig
Adamo Nagalo,23,2.5,Centre-Back,,Süper Lig
Riechedly Bazoer,29,2.2,Centre-Back,,Süper Lig
Adil Demirbağ,28,2.0,Centre-Back,,Süper Lig
Rayyan Baniya,27,1.5,Centre-Back,,Süper Lig
Uğurcan Yazğılı,26,1.2,Centre-Back,,Süper Lig
Josip Calusic,32,0.2,Centre-Back,,Süper Lig
Arif Boşluk,22,0.8,Left-Back,,Süper Lig
Guilherme,35,0.3,Left-Back,,Süper Lig
Yasir Subaşı,30,0.1,Left-Back,,Süper Lig
Yhoan Andzouana,29,0.8,Right-Back,,Süper Lig
Jin-ho Jo,22,0.8,Defensive Midfield,,Süper Lig
Marko Jevtovic,32,0.5,Defensive Midfield,,Süper Lig
Ufuk Akyol,28,0.5,Defensive Midfield,,Süper Lig
Berkan Kutlu,28,2.0,Central Midfield,,Süper Lig
Melih İbrahimoğlu,25,1.8,Central Midfield,,Süper Lig
Morten Bjørlo,30,0.9,Central Midfield,,Süper Lig
Esat Buğa,19,0.05,Central Midfield,,Süper Lig
Enis Bardhi,30,2.5,Attacking Midfield,,Süper Lig
Kazeem Olaigbe,23,4.0,Left Winger,,Süper Lig
Diogo Gonçalves,29,2.8,Left Winger,,Süper Lig
Pedrinho,29,0.7,Left Winger,,Süper Lig
Sander Svendsen,28,0.7,Left Winger,,Süper Lig
Tunahan Taşçı,23,0.7,Right Winger,,Süper Lig
Marius Ștefănescu,27,0.7,Right Winger,,Süper Lig
Deniz Türüç,33,0.6,Right Winger,,Süper Lig
Jackson Muleka,26,2.5,Centre-Forward,,Süper Lig
Blaz Kramer,29,0.9,Centre-Forward,,Süper Lig
Ertuğrul Taşkıran,36,0.1,Goalkeeper,,Süper Lig
Paulo Victor,39,0.05,Goalkeeper,,Süper Lig
Ümit Akdağ,22,4.0,Centre-Back,,Süper Lig
Nuno Lima,25,1.5,Centre-Back,,Süper Lig
Fatih Aksoy,28,1.2,Centre-Back,,Süper Lig
Fidan Aliti,32,0.9,Centre-Back,,Süper Lig
Bruno Viana,31,0.6,Centre-Back,,Süper Lig
Batuhan Yavuz,20,0.05,Right-Back,,Süper Lig
Maestro,22,7.0,Defensive Midfield,,Süper Lig
Gaius Makouta,28,2.0,Defensive Midfield,,Süper Lig
Nicolas Janvier,27,0.7,Central Midfield,,Süper Lig
İzzet Çelik,21,0.3,Central Midfield,,Süper Lig
Buluthan Bulut,23,0.05,Central Midfield,,Süper Lig
Florent Hadergjonaj,31,1.5,Right Midfield,,Süper Lig
Enes Keskin,24,0.4,Right Midfield,,Süper Lig
Ruan,20,2.0,Left Midfield,,Süper Lig
Baran Moğultay,21,0.25,Left Midfield,,Süper Lig
Yusuf Özdemir,25,,Left Midfield,,Süper Lig
Meschack Elia,28,2.0,Attacking Midfield,,Süper Lig
Ianis Hagi,27,1.8,Attacking Midfield,,Süper Lig
İbrahim Kaya,25,1.0,Attacking Midfield,,Süper Lig
Ui-jo Hwang,33,0.5,Attacking Midfield,,Süper Lig
Efecan Karaca,36,0.1,Attacking Midfield,,Süper Lig
Yusuf Can Karademir,18,0.05,Attacking Midfield,,Süper Lig
Steve Mounié,31,1.8,Centre-Forward,,Süper Lig
Güven Yalçın,27,1.0,Centre-Forward,,Süper Lig
Bilal Bayazıt,26,1.8,Goalkeeper,,Süper Lig
Deniz Dönmezer,17,1.0,Goalkeeper,,Süper Lig
Onurcan Piri,31,0.2,Goalkeeper,,Süper Lig
Semih Güler,31,0.9,Centre-Back,,Süper Lig
Stefano Denswil,32,0.8,Centre-Back,,Süper Lig
Majid Hosseini,29,0.8,Centre-Back,,Süper Lig
Jadel Katongo,21,0.4,Centre-Back,,Süper Lig
Kayra Cihan,18,0.1,Centre-Back,,Süper Lig
Abdulsamet Burak,29,,Centre-Back,,Süper Lig
Lionel Carole,34,0.3,Left-Back,,Süper Lig
Joshua Brenet,31,1.2,Right-Back,,Süper Lig
Ramazan Civelek,30,0.8,Right-Back,,Süper Lig
Burak Kapacak,26,0.2,Right-Back,,Süper Lig
Youssef Aït Bennasser,29,1.0,Defensive Midfield,,Süper Lig
Dorukhan Toköz,29,0.8,Defensive Midfield,,Süper Lig
László Bénes,28,2.8,Central Midfield,,Süper Lig
Görkem Sağlam,27,0.9,Central Midfield,,Süper Lig
Furkan Soyalp,30,0.4,Central Midfield,,Süper Lig
Yiğit Emre Çeltik,22,0.05,Central Midfield,,Süper Lig
João Mendes,31,1.2,Attacking Midfield,,Süper Lig
Eray Özbek,23,0.25,Attacking Midfield,,Süper Lig
Miguel Cardoso,31,1.5,Left Winger,,Süper Lig
Sam Mather,21,0.1,Left Winger,,Süper Lig
Nurettin Korkmaz,23,0.1,Left Winger,,Süper Lig
Denis Makarov,28,1.5,Right Winger,,Süper Lig
Carlos Mané,32,0.8,Right Winger,,Süper Lig
Fedor Chalov,27,5.0,Centre-Forward,,Süper Lig
German Onugkha,29,1.8,Centre-Forward,,Süper Lig
Indrit Tuci,25,0.7,Centre-Forward,,Süper Lig
Talha Sarıarslan,22,0.5,Centre-Forward,,Süper Lig
Andreas Gianniotis,33,0.35,Goalkeeper,,Süper Lig
Ali Emre Yanar,27,0.1,Goalkeeper,,Süper Lig
Ege Albayrak,18,,Goalkeeper,,Süper Lig
Şant Kazancı,17,,Goalkeeper,,Süper Lig
Rodrigo Becão,30,2.5,Centre-Back,,Süper Lig
Nicholas Opoku,28,1.5,Centre-Back,,Süper Lig
Adem Arous,21,1.0,Centre-Back,,Süper Lig
Taylan Aydın,20,0.3,Centre-Back,,Süper Lig
Ahmet Taha Dağbaşı,20,,Centre-Back,,Süper Lig
Godfried Frimpong,26,2.0,Left-Back,,Süper Lig
Emre Taşdemir,30,0.1,Left-Back,,Süper Lig
Cláudio Winck,31,0.8,Right-Back,,Süper Lig
Kamil Ahmet Çörekçi,34,0.1,Right-Back,,Süper Lig
Berkay Muratoğlu,18,0.05,Right-Back,,Süper Lig
Andri Fannar Baldursson,24,1.5,Defensive Midfield,,Süper Lig
Burak Gültekin,19,0.15,Defensive Midfield,,Süper Lig
Kerem Demirbay,32,1.2,Central Midfield,,Süper Lig
Eyüp Aydın,21,0.8,Central Midfield,,Süper Lig
Cafú,33,0.3,Central Midfield,,Süper Lig
Haris Hajradinovic,32,1.5,Attacking Midfield,,Süper Lig
Adrian Benedyczak,25,2.5,Left Winger,,Süper Lig
Mortadha Ben Ouanes,31,1.5,Left Winger,,Süper Lig
Ali Yavuz Kol,25,0.3,Left Winger,,Süper Lig
Erdem Çetinkaya,24,0.1,Left Winger,,Süper Lig
İrfan Can Kahveci,30,3.5,Right Winger,,Süper Lig
Jim Allevinah,31,1.2,Right Winger,,Süper Lig
Fousseni Diabaté,30,0.9,Right Winger,,Süper Lig
Pape Habib Guèye,26,1.5,Centre-Forward,,Süper Lig
Yusuf Barası,22,1.0,Centre-Forward,,Süper Lig
Kubilay Kanatsızkuş,28,0.5,Centre-Forward,,Süper Lig
Cenk Tosun,34,0.5,Centre-Forward,,Süper Lig
Ricardo Velho,27,2.5,Goalkeeper,,Süper Lig
Erhan Erentürk,30,0.25,Goalkeeper,,Süper Lig
Ebrar Aydın,25,0.05,Goalkeeper,,Süper Lig
Berk Deniz Çukurcu,18,,Goalkeeper,,Süper Lig
Dimitrios Goutas,31,0.9,Centre-Back,,Süper Lig
Thalisson,27,0.7,Centre-Back,,Süper Lig
Zan Zuzek,29,0.7,Centre-Back,,Süper Lig
Abdullah Şahindere,22,0.05,Centre-Back,,Süper Lig
Umut İslamoğlu,19,0.05,Centre-Back,,Süper Lig
Arda Çağan Çelik,20,,Centre-Back,,Süper Lig
Abdurrahim Dursun,27,0.25,Left-Back,,Süper Lig
Matej Hanousek,32,0.15,Left-Back,,Süper Lig
Hamza Aydar,17,,Left-Back,,Süper Lig
Pedro Pereira,28,1.2,Right-Back,,Süper Lig
Fıratcan Üzüm,26,0.2,Right-Back,,Süper Lig
Emirhan Ünal,21,,Right-Back,,Süper Lig
Tom Dele-Bashiru,26,1.8,Defensive Midfield,,Süper Lig
Moussa Kyabou,27,0.4,Defensive Midfield,,Süper Lig
Peter Etebo,30,0.3,Defensive Midfield,,Süper Lig
Ousmane Diabate,18,,Defensive Midfield,,Süper Lig
Göktan Gürpüz,23,2.0,Central Midfield,,Süper Lig
Franco Tongya,24,2.0,Central Midfield,,Süper Lig
Oğulcan Ülgün,27,1.2,Central Midfield,,Süper Lig
Samed Onur,23,0.5,Central Midfield,,Süper Lig
Ensar Kemaloğlu,27,0.3,Central Midfield,,Süper Lig
Dal Varesanovic,24,1.5,Attacking Midfield,,Süper Lig
Henry Onyekuru,28,1.5,Left Winger,,Süper Lig
Metehan Mimaroğlu,31,0.4,Left Winger,,Süper Lig
Cihan Çanak,21,2.5,Right Winger,,Süper Lig
Adama Traoré,30,2.0,Right Winger,,Süper Lig
Sékou Koïta,26,3.0,Centre-Forward,,Süper Lig
M'Baye Niang,31,0.8,Centre-Forward,,Süper Lig
Ayaz Özcan,16,0.05,Centre-Forward,,Süper Lig
Aleksandar Jovanovic,33,0.8,Goalkeeper,,Süper Lig
Serhat Öztaşdelen,21,0.2,Goalkeeper,,Süper Lig
Gökhan Değirmenci,36,0.05,Goalkeeper,,Süper Lig
Botond Balogh,23,2.5,Centre-Back,,Süper Lig
Hrvoje Smolcic,25,2.0,Centre-Back,,Süper Lig
Mateusz Wieteska,29,1.2,Centre-Back,,Süper Lig
Massadio Haïdara,33,0.8,Left-Back,,Süper Lig
Muharrem Cinan,27,0.5,Left-Back,,Süper Lig
Anfernee Dijksteel,29,1.2,Right-Back,,Süper Lig
Ahmet Oğuz,33,0.4,Right-Back,,Süper Lig
Show,27,1.5,Defensive Midfield,,Süper Lig
Mahamadou Susoho,21,1.0,Defensive Midfield,,Süper Lig
Habib Keïta,24,1.8,Central Midfield,,Süper Lig
Karol Linetty,31,1.5,Central Midfield,,Süper Lig
Joseph Nonge,20,1.5,Central Midfield,,Süper Lig
Samet Yalçın,32,0.25,Central Midfield,,Süper Lig
Darko Churlinov,25,1.5,Left Winger,,Süper Lig
Rigoberto Rivas,27,1.2,Left Winger,,Süper Lig
Tayfur Bingöl,33,0.5,Left Winger,,Süper Lig
Furkan Gedik,23,0.25,Left Winger,,Süper Lig
Can Keleş,24,1.5,Right Winger,,Süper Lig
Dan Agyei,28,0.8,Right Winger,,Süper Lig
Bruno Petkovic,31,2.0,Centre-Forward,,Süper Lig
Serdar Dursun,34,0.3,Centre-Forward,,Süper Lig
Ahmet Sağat,29,0.25,Centre-Forward,,Süper Lig
Abdullah Yiğiter,26,0.4,Goalkeeper,,Süper Lig
Julián Cuesta,34,0.25,Goalkeeper,,Süper Lig
Kağan Arıcan,20,0.15,Goalkeeper,,Süper Lig
Georgiy Dzhikiya,32,1.5,Centre-Back,,Süper Lig
Lautaro Giannetti,32,1.5,Centre-Back,,Süper Lig
Hüseyin Türkmen,28,0.3,Centre-Back,,Süper Lig
Bahadır Öztürk,30,0.2,Centre-Back,,Süper Lig
Veysel Sarı,37,0.1,Centre-Back,,Süper Lig
Ensar Buğra Tivsiz,18,,Centre-Back,,Süper Lig
Ege İzmirli,18,,Centre-Back,,Süper Lig
Kenneth Paal,28,2.5,Left-Back,,Süper Lig
Samet Karakoç,23,0.5,Left-Back,,Süper Lig
Bünyamin Balcı,25,2.2,Right-Back,,Süper Lig
Erdoğan Yeşilyurt,32,0.4,Right-Back,,Süper Lig
Jesper Ceesay,24,1.2,Defensive Midfield,,Süper Lig
Soner Dikmen,32,0.8,Central Midfield,,Süper Lig
Dario Saric,28,0.7,Central Midfield,,Süper Lig
Yakub İlçin,16,0.3,Central Midfield,,Süper Lig
Abdülkadir Ömür,26,2.2,Attacking Midfield,,Süper Lig
Ramzi Safuri,30,0.9,Attacking Midfield,,Süper Lig
Sander van de Streek,32,0.6,Attacking Midfield,,Süper Lig
Nikola Storm,31,1.5,Left Winger,,Süper Lig
Doğukan Sinik,27,1.0,Left Winger,,Süper Lig
Berkay Topdemir,19,0.05,Left Winger,,Süper Lig
Samuel Ballet,25,2.0,Right Winger,,Süper Lig
Yohan Boli,32,1.0,Centre-Forward,,Süper Lig
Bachir Gueye,23,0.1,Centre-Forward,,Süper Lig
Kerem Kayaarası,19,0.05,Centre-Forward,,Süper Lig
Ivo Grbic,30,1.2,Goalkeeper,,Süper Lig
Furkan Bekleviç,27,0.25,Goalkeeper,,Süper Lig
Kerem Yandal,19,,Goalkeeper,,Süper Lig
Berke Can Evli,16,,Goalkeeper,,Süper Lig
Igor Lichnovsky,32,0.8,Centre-Back,,Süper Lig
Davide Biraschi,31,0.4,Centre-Back,,Süper Lig
Fatih Kurucuk,28,0.25,Centre-Back,,Süper Lig
Anıl Yiğit Çınar,22,0.2,Centre-Back,,Süper Lig
Burhan Ersoy,22,0.1,Centre-Back,,Süper Lig
Muhammed Kadıoğlu,19,0.1,Centre-Back,,Süper Lig
Çağtay Kurukalıp,24,0.6,Left-Back,,Süper Lig
Filip Mladenovic,34,0.4,Left-Back,,Süper Lig
Ricardo Esgaio,32,0.8,Right-Back,,Süper Lig
Bartuğ Elmaz,23,1.5,Defensive Midfield,,Süper Lig
Matías Kranevitter,32,0.7,Defensive Midfield,,Süper Lig
Yaya Onogo,18,,Defensive Midfield,,Süper Lig
Berkay Özcan,28,1.5,Central Midfield,,Süper Lig
Daniel Johnson,33,0.35,Central Midfield,,Süper Lig
Tuğbey Akgün,22,0.1,Central Midfield,,Süper Lig
Sam Larsson,32,0.7,Attacking Midfield,,Süper Lig
Serginho,30,0.6,Left Winger,,Süper Lig
Barış Kalaycı,20,0.6,Left Winger,,Süper Lig
Ahmet Sivri,26,0.25,Left Winger,,Süper Lig
Shavy Babicka,25,1.5,Right Winger,,Süper Lig
Daniele Verde,29,0.7,Right Winger,,Süper Lig
João Camacho,31,0.3,Right Winger,,Süper Lig
Ahmed Traore,18,0.25,Right Winger,,Süper Lig
Tarık Buğra Kalpaklı,16,0.2,Right Winger,,Süper Lig
Tiago Çukur,23,0.4,Centre-Forward,,Süper Lig
Moussa Kone,18,0.1,Centre-Forward,,Süper Lig
Marcos Felipe,29,2.0,Goalkeeper,,Süper Lig
Jankat Yılmaz,21,0.8,Goalkeeper,,Süper Lig
Umut Keseci,22,0.05,Goalkeeper,,Süper Lig
Anıl Yaşar,23,0.35,Centre-Back,,Süper Lig
Jérôme Onguéné,28,0.25,Centre-Back,,Süper Lig
Luccas Claro,34,0.2,Centre-Back,,Süper Lig
Bedirhan Özyurt,22,0.15,Centre-Back,,Süper Lig
Gilbert Mendy,21,0.05,Centre-Back,,Süper Lig
Diabel Ndoye,18,,Centre-Back,,Süper Lig
Umut Meraş,30,0.4,Left-Back,,Süper Lig
Arda Yavuz,19,0.05,Left-Back,,Süper Lig
Calegari,24,2.5,Right-Back,,Süper Lig
Talha Ülvan,24,0.3,Right-Back,,Süper Lig
Mateusz Legowski,23,2.0,Defensive Midfield,,Süper Lig
Baran Gezek,20,1.0,Defensive Midfield,,Süper Lig
Taşkın İlter,31,0.15,Defensive Midfield,,Süper Lig
Charles-André Raux-Yao,24,0.25,Central Midfield,,Süper Lig
Emre Akbaba,33,0.5,Attacking Midfield,,Süper Lig
Ismaila Manga,18,,Attacking Midfield,,Süper Lig
Lenny Pintor,25,0.2,Left Winger,,Süper Lig
Denis Radu,22,0.4,Right Winger,,Süper Lig
Ángel Torres,25,0.3,Right Winger,,Süper Lig
Dorin Rotariu,30,0.25,Right Winger,,Süper Lig
Christ Sadia,18,0.1,Right Winger,,Süper Lig
Umut Bozok,29,1.2,Centre-Forward,,Süper Lig
Metehan Altunbaş,23,0.3,Centre-Forward,,Süper Lig
Abdou Khadre Sy,18,,Centre-Forward,,Süper Lig
