player_name,team,position,league,season,games,minutes,goals,assists,xG,xA,npg,npxG,shots,key_passes,xGChain,xGBuildup,goals_p90,assists_p90,xG_p90,xA_p90,npg_p90,npxG_p90,shots_p90,key_passes_p90,xGChain_p90,xGBuildup_p90,goal_conversion,xG_overperf,xA_overperf
Germán Pezzella,Fiorentina,D,Serie A,2020,32,2749,1,0,1.23,0.68,1,1.23,16,3,3.22,3.16,0.0327,0.0,0.0404,0.0224,0.0327,0.0404,0.5238,0.0982,0.1054,0.1034,0.0625,-0.0076,-0.0224
Danilo,Juventus,D M S,Serie A,2020,34,2922,1,4,1.83,3.41,1,1.83,19,25,19.31,16.05,0.0308,0.1232,0.0565,0.1051,0.0308,0.0565,0.5852,0.77,0.5946,0.4944,0.0526,-0.0257,0.0181
Diego Godín,Cagliari,D,Serie A,2020,28,2512,1,0,0.37,0.9,1,0.37,11,7,5.61,5.56,0.0358,0.0,0.0133,0.0324,0.0358,0.0133,0.3941,0.2508,0.2011,0.1994,0.0909,0.0225,-0.0324
Samu Castillejo,AC Milan,M S,Serie A,2020,28,1154,1,0,2.66,0.9,1,2.66,25,10,5.59,2.69,0.078,0.0,0.2073,0.0699,0.078,0.2073,1.9497,0.7799,0.436,0.2098,0.04,-0.1293,-0.0699
Domenico Criscito,Genoa,D S,Serie A,2020,23,1722,1,0,0.87,0.49,0,0.11,6,6,4.24,3.88,0.0523,0.0,0.0454,0.0257,0.0,0.0056,0.3136,0.3136,0.2214,0.203,0.1667,0.0069,-0.0257
Adama Soumaoro,Bologna,D S,Serie A,2020,20,1752,1,0,1.28,0.04,1,1.28,8,3,6.4,5.64,0.0514,0.0,0.0657,0.002,0.0514,0.0657,0.411,0.1541,0.3285,0.2898,0.125,-0.0143,-0.002
Nicolas N&#039;Koulou,Torino,D S,Serie A,2020,18,1363,1,0,0.69,0.07,1,0.69,3,2,2.55,2.53,0.066,0.0,0.0458,0.0046,0.066,0.0458,0.1981,0.1321,0.1685,0.1673,0.3333,0.0203,-0.0046
Koffi Djidji,Crotone,D S,Serie A,2020,20,1517,1,0,0.35,0.26,1,0.35,4,4,3.9,3.63,0.0593,0.0,0.021,0.0151,0.0593,0.021,0.2373,0.2373,0.2312,0.2155,0.25,0.0383,-0.0151
Soualiho Meité,"AC Milan,Torino",M S,Serie A,2020,30,1492,1,1,0.85,0.84,1,0.85,15,13,7.52,6.33,0.0603,0.0603,0.0515,0.0509,0.0603,0.0515,0.9048,0.7842,0.4539,0.3819,0.0667,0.0088,0.0095
Claudio Terzi,Spezia,D S,Serie A,2020,25,1880,1,1,0.63,0.72,1,0.63,5,5,3.18,2.89,0.0479,0.0479,0.0299,0.0346,0.0479,0.0299,0.2394,0.2394,0.1524,0.1383,0.2,0.0179,0.0132
Salvatore Molina,Crotone,D M S,Serie A,2020,29,2336,1,4,0.76,2.42,1,0.76,15,25,6.51,4.64,0.0385,0.1541,0.0292,0.0934,0.0385,0.0292,0.5779,0.9632,0.2509,0.1789,0.0667,0.0094,0.0607
José Luis Palomino,Atalanta,D S,Serie A,2020,36,2413,1,2,0.27,1.12,1,0.27,5,8,8.5,7.4,0.0373,0.0746,0.0102,0.0418,0.0373,0.0102,0.1865,0.2984,0.3169,0.2762,0.2,0.0271,0.0328
Bartosz Bereszynski,Sampdoria,D S,Serie A,2020,31,2602,1,0,0.17,0.84,1,0.17,3,9,5.9,5.28,0.0346,0.0,0.0058,0.0292,0.0346,0.0058,0.1038,0.3113,0.2041,0.1827,0.3333,0.0288,-0.0292
Niccolò Zanellato,Crotone,M S,Serie A,2020,27,1643,1,1,0.59,1.08,1,0.59,5,10,3.41,2.83,0.0548,0.0548,0.0324,0.059,0.0548,0.0324,0.2739,0.5478,0.1868,0.1553,0.2,0.0223,-0.0042
Miha Zajc,Genoa,M S,Serie A,2020,31,1879,1,3,2.25,2.3,1,2.25,19,20,8.1,4.75,0.0479,0.1437,0.1077,0.1101,0.0479,0.1077,0.9101,0.958,0.3879,0.2274,0.0526,-0.0598,0.0336
Emanuel Vignato,Bologna,M S,Serie A,2020,31,1180,1,4,1.56,3.29,1,1.56,23,26,7.9,5.24,0.0763,0.3051,0.1191,0.2513,0.0763,0.1191,1.7542,1.9831,0.6028,0.3994,0.0435,-0.0428,0.0538
Adrien Tameze,Verona,F M S,Serie A,2020,33,2334,1,0,1.4,1.33,1,1.4,18,12,6.44,4.36,0.0386,0.0,0.054,0.0513,0.0386,0.054,0.6941,0.4627,0.2485,0.168,0.0556,-0.0154,-0.0513
Andreas Cornelius,Parma Calcio 1913,F M S,Serie A,2020,29,1898,1,4,2.8,3.18,1,2.8,30,24,6.26,1.79,0.0474,0.1897,0.1328,0.1506,0.0474,0.1328,1.4226,1.138,0.2967,0.0849,0.0333,-0.0853,0.0391
Pasquale Schiattarella,Benevento,M S,Serie A,2020,29,2257,1,1,0.6,2.26,1,0.6,11,25,8.08,6.71,0.0399,0.0399,0.024,0.0899,0.0399,0.024,0.4386,0.9969,0.3223,0.2676,0.0909,0.0159,-0.0501
Bram Nuytinck,Udinese,D S,Serie A,2020,20,1645,1,0,0.47,0.11,1,0.47,4,3,2.03,1.96,0.0547,0.0,0.0256,0.0063,0.0547,0.0256,0.2188,0.1641,0.1108,0.1071,0.25,0.0291,-0.0063
Marvin Zeegelaar,Udinese,D S,Serie A,2020,24,1774,1,0,1.21,1.4,1,1.21,9,10,4.76,2.89,0.0507,0.0,0.0616,0.0712,0.0507,0.0616,0.4566,0.5073,0.2416,0.1468,0.1111,-0.0109,-0.0712
Marash Kumbulla,Roma,D S,Serie A,2020,21,1368,1,0,0.85,0.46,1,0.85,6,4,5.46,5.02,0.0658,0.0,0.056,0.0304,0.0658,0.056,0.3947,0.2632,0.3592,0.3305,0.1667,0.0098,-0.0304
Rick Karsdorp,Roma,D S,Serie A,2020,34,2552,1,6,1.18,5.35,1,1.18,13,26,15.12,10.56,0.0353,0.2116,0.0415,0.1886,0.0353,0.0415,0.4585,0.9169,0.5332,0.3724,0.0769,-0.0062,0.023
Adrien Silva,Sampdoria,M S,Serie A,2020,24,1612,1,1,0.47,0.88,1,0.47,6,10,5.02,3.93,0.0558,0.0558,0.0264,0.049,0.0558,0.0264,0.335,0.5583,0.2805,0.2194,0.1667,0.0294,0.0068
Rodrigo Becão,Udinese,D S,Serie A,2020,35,2787,1,0,1.85,0.22,1,1.85,10,7,6.16,5.99,0.0323,0.0,0.0599,0.007,0.0323,0.0599,0.3229,0.226,0.1988,0.1933,0.1,-0.0276,-0.007
Arthur,Juventus,M S,Serie A,2020,22,1154,1,0,0.16,1.21,1,0.16,3,17,9.97,8.81,0.078,0.0,0.0121,0.0947,0.078,0.0121,0.234,1.3258,0.7777,0.6873,0.3333,0.0659,-0.0947
Christian Kouamé,Fiorentina,F M S,Serie A,2020,33,966,1,1,3.51,1.2,1,3.51,17,12,4.36,0.5,0.0932,0.0932,0.3268,0.1117,0.0932,0.3268,1.5839,1.118,0.4061,0.0463,0.0588,-0.2336,-0.0186
Diogo Dalot,AC Milan,D S,Serie A,2020,21,1070,1,1,0.51,0.96,1,0.51,10,9,4.29,3.05,0.0841,0.0841,0.0429,0.0806,0.0841,0.0429,0.8411,0.757,0.3612,0.2565,0.1,0.0412,0.0035
Wilfried Stephane Singo,Torino,D M S,Serie A,2020,28,1855,1,2,1.14,3.5,1,1.14,10,24,7.57,5.38,0.0485,0.097,0.0552,0.17,0.0485,0.0552,0.4852,1.1644,0.3675,0.261,0.1,-0.0067,-0.073
Matthijs de Ligt,Juventus,D S,Serie A,2020,27,2220,1,1,0.94,1.01,1,0.94,19,9,10.94,10.9,0.0405,0.0405,0.038,0.0408,0.0405,0.038,0.7703,0.3649,0.4436,0.4418,0.0526,0.0025,-0.0002
Amir Rrahmani,Napoli,D S,Serie A,2020,16,1086,1,0,0.54,0.0,1,0.54,5,0,2.72,2.72,0.0829,0.0,0.0445,0.0,0.0829,0.0445,0.4144,0.0,0.2256,0.2256,0.2,0.0384,0.0
Jerdy Schouten,Bologna,M S,Serie A,2020,34,2518,1,1,0.17,2.57,1,0.17,9,24,10.76,8.72,0.0357,0.0357,0.006,0.0919,0.0357,0.006,0.3217,0.8578,0.3847,0.3118,0.1111,0.0297,-0.0561
Julian Chabot,Spezia,D S,Serie A,2020,25,1651,1,1,0.83,0.69,1,0.83,9,5,3.35,3.24,0.0545,0.0545,0.0454,0.0377,0.0545,0.0454,0.4906,0.2726,0.1829,0.1766,0.1111,0.0091,0.0168
Tommaso Augello,Sampdoria,D M,Serie A,2020,37,3225,1,3,0.32,4.01,1,0.32,8,30,7.99,5.78,0.0279,0.0837,0.009,0.1119,0.0279,0.009,0.2233,0.8372,0.2231,0.1612,0.125,0.0189,-0.0282
Kevin Agudelo,Spezia,F S,Serie A,2020,29,1349,1,2,1.29,1.2,1,1.29,19,12,4.6,2.2,0.0667,0.1334,0.0864,0.0803,0.0667,0.0864,1.2676,0.8006,0.307,0.147,0.0526,-0.0196,0.0531
Lisandro Magallán,Crotone,D S,Serie A,2020,28,2192,1,2,0.84,0.35,1,0.84,8,9,4.79,4.12,0.0411,0.0821,0.0345,0.0143,0.0411,0.0345,0.3285,0.3695,0.1965,0.1693,0.125,0.0065,0.0678
Georgios Kyriakopoulos,Sassuolo,D M S,Serie A,2020,23,1455,1,0,1.66,1.39,1,1.66,24,15,5.23,2.64,0.0619,0.0,0.1026,0.0858,0.0619,0.1026,1.4845,0.9278,0.3235,0.163,0.0417,-0.0407,-0.0858
Nicolás Domínguez,Bologna,M S,Serie A,2020,28,1248,1,0,1.19,1.57,1,1.19,18,20,4.24,2.47,0.0721,0.0,0.0856,0.1132,0.0721,0.0856,1.2981,1.4423,0.3058,0.1785,0.0556,-0.0135,-0.1132
Lennart Czyborra,Genoa,D S,Serie A,2020,17,1182,1,0,0.16,0.22,1,0.16,5,4,1.73,1.47,0.0761,0.0,0.0119,0.017,0.0761,0.0119,0.3807,0.3046,0.1316,0.1121,0.2,0.0642,-0.017
Eduardo Henrique,Crotone,M S,Serie A,2020,18,906,1,0,0.92,0.18,1,0.92,9,6,2.35,1.37,0.0993,0.0,0.0912,0.0174,0.0993,0.0912,0.894,0.596,0.2334,0.1357,0.1111,0.0081,-0.0174
Riccardo Improta,Benevento,D M S,Serie A,2020,34,2329,1,0,1.77,2.67,1,1.77,35,22,6.81,3.42,0.0386,0.0,0.0682,0.1033,0.0386,0.0682,1.3525,0.8502,0.2633,0.1323,0.0286,-0.0296,-0.1033
Alessandro Tuia,Benevento,D S,Serie A,2020,27,1766,1,0,0.48,0.49,1,0.48,8,3,2.37,2.29,0.051,0.0,0.0243,0.0248,0.051,0.0243,0.4077,0.1529,0.121,0.1169,0.125,0.0266,-0.0248
Simone Bastoni,Spezia,D S,Serie A,2020,22,1538,1,6,1.2,2.63,1,1.2,21,29,5.45,2.76,0.0585,0.3511,0.0704,0.1537,0.0585,0.0704,1.2289,1.697,0.3188,0.1617,0.0476,-0.0119,0.1974
Milos Vulic,Crotone,M S,Serie A,2020,25,1299,1,1,0.94,1.46,1,0.94,17,21,3.32,1.57,0.0693,0.0693,0.0654,0.1014,0.0693,0.0654,1.1778,1.455,0.2302,0.1087,0.0588,0.0039,-0.0321
Lucas Martínez Quarta,Fiorentina,D S,Serie A,2020,21,1486,1,0,1.71,0.29,1,1.71,17,6,3.25,2.14,0.0606,0.0,0.1034,0.0173,0.0606,0.1034,1.0296,0.3634,0.197,0.1297,0.0588,-0.0428,-0.0173
Ardian Ismajli,Spezia,D S,Serie A,2020,17,1294,1,1,0.67,0.64,1,0.67,6,2,2.26,2.15,0.0696,0.0696,0.0465,0.0448,0.0696,0.0465,0.4173,0.1391,0.1573,0.1494,0.1667,0.023,0.0247
Jeremy Toljan,Sassuolo,D M S,Serie A,2020,26,1491,0,1,0.37,0.88,0,0.37,5,14,6.09,5.3,0.0,0.0604,0.0221,0.053,0.0,0.0221,0.3018,0.8451,0.3673,0.3201,0.0,-0.0221,0.0073
Ricardo Rodríguez,Torino,D S,Serie A,2020,16,1261,0,0,0.51,0.22,0,0.51,13,5,2.74,2.54,0.0,0.0,0.0365,0.0156,0.0,0.0365,0.9278,0.3569,0.1957,0.1813,0.0,-0.0365,-0.0156
Lucas Leiva,Lazio,M S,Serie A,2020,32,2175,0,0,0.36,0.55,0,0.36,12,7,10.55,9.72,0.0,0.0,0.0151,0.0226,0.0,0.0151,0.4966,0.2897,0.4365,0.4021,0.0,-0.0151,-0.0226
David Ospina,Napoli,GK,Serie A,2020,16,1440,0,1,0.0,0.07,0,0.0,0,2,4.09,4.02,0.0,0.0625,0.0,0.0044,0.0,0.0,0.0,0.125,0.2556,0.2511,0.0,0.0,0.0581
Pedro Obiang,Sassuolo,M S,Serie A,2020,33,1458,0,1,0.55,1.03,0,0.55,16,12,5.4,4.11,0.0,0.0617,0.0338,0.0638,0.0,0.0338,0.9877,0.7407,0.3333,0.2539,0.0,-0.0338,-0.002
Chris Smalling,Roma,D S,Serie A,2020,16,1102,0,1,0.3,0.88,0,0.3,7,2,5.43,5.43,0.0,0.0817,0.0242,0.072,0.0,0.0242,0.5717,0.1633,0.4437,0.4437,0.0,-0.0242,0.0097
Gastón Ramírez,Sampdoria,F M S,Serie A,2020,25,954,0,4,0.79,2.45,0,0.79,12,21,4.22,2.59,0.0,0.3774,0.0745,0.2309,0.0,0.0745,1.1321,1.9811,0.3982,0.2444,0.0,-0.0745,0.1464
Mattia Perin,Genoa,GK,Serie A,2020,32,2880,0,0,0.0,0.02,0,0.0,0,1,3.27,3.25,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0312,0.1023,0.1016,0.0,0.0,-0.0007
Davide Biraschi,Genoa,D S,Serie A,2020,13,918,0,0,0.07,0.0,0,0.07,2,0,2.59,2.51,0.0,0.0,0.0071,0.0,0.0,0.0071,0.1961,0.0,0.2535,0.2464,0.0,-0.0071,0.0
Gianluigi Donnarumma,AC Milan,GK,Serie A,2020,37,3330,0,0,0.0,0.0,0,0.0,0,0,4.62,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1248,0.1248,0.0,0.0,0.0
Cristian Zapata,Genoa,D,Serie A,2020,12,968,0,0,0.08,0.02,0,0.08,3,1,0.89,0.87,0.0,0.0,0.0078,0.0022,0.0,0.0078,0.2789,0.093,0.0825,0.0812,0.0,-0.0078,-0.0022
Danilo,Bologna,D S,Serie A,2020,35,3132,0,1,0.94,1.59,0,0.94,15,9,7.38,6.6,0.0,0.0287,0.0269,0.0456,0.0,0.0269,0.431,0.2586,0.2121,0.1895,0.0,-0.0269,-0.0169
Ahmed Benali,Crotone,M S,Serie A,2020,18,1220,0,1,0.85,1.11,0,0.85,10,14,3.22,1.97,0.0,0.0738,0.063,0.0816,0.0,0.063,0.7377,1.0328,0.2375,0.1453,0.0,-0.063,-0.0079
Wesley Hoedt,Lazio,D S,Serie A,2020,17,944,0,0,0.13,0.11,0,0.13,2,3,1.71,1.68,0.0,0.0,0.0127,0.0102,0.0,0.0127,0.1907,0.286,0.1626,0.1606,0.0,-0.0127,-0.0102
Patric,Lazio,D S,Serie A,2020,25,1605,0,1,0.53,1.11,0,0.53,7,11,6.56,5.45,0.0,0.0561,0.0296,0.0624,0.0,0.0296,0.3925,0.6168,0.3677,0.3054,0.0,-0.0296,-0.0063
Luca Cigarini,Crotone,M S,Serie A,2020,14,957,0,0,0.54,1.14,0,0.54,16,16,2.97,2.07,0.0,0.0,0.0507,0.1074,0.0,0.0507,1.5047,1.5047,0.2791,0.1944,0.0,-0.0507,-0.1074
Pedro Pereira,Crotone,D M S,Serie A,2020,35,2571,0,4,0.92,3.15,0,0.92,14,21,6.39,3.7,0.0,0.14,0.0324,0.1102,0.0,0.0324,0.4901,0.7351,0.2236,0.1294,0.0,-0.0324,0.0298
Wojciech Szczesny,Juventus,GK,Serie A,2020,30,2679,0,1,0.0,0.11,0,0.0,0,1,7.22,7.22,0.0,0.0336,0.0,0.0036,0.0,0.0,0.0,0.0336,0.2425,0.2425,0.0,0.0,0.03
Kostas Manolas,Napoli,D S,Serie A,2020,30,2306,0,0,0.96,0.5,0,0.96,8,6,11.15,10.7,0.0,0.0,0.0374,0.0194,0.0,0.0374,0.3122,0.2342,0.4352,0.4175,0.0,-0.0374,-0.0194
Kevin Strootman,Genoa,M,Serie A,2020,18,1339,0,4,0.58,3.28,0,0.58,6,23,6.19,3.36,0.0,0.2689,0.0393,0.2203,0.0,0.0393,0.4033,1.5459,0.4161,0.2259,0.0,-0.0393,0.0486
Edoardo Goldaniga,Genoa,D S,Serie A,2020,25,1852,0,1,0.4,0.71,0,0.4,8,7,3.36,2.91,0.0,0.0486,0.0195,0.0345,0.0,0.0195,0.3888,0.3402,0.1635,0.1416,0.0,-0.0195,0.0141
Emil Audero,Sampdoria,GK,Serie A,2020,37,3330,0,1,0.0,0.27,0,0.0,0,1,1.83,1.55,0.0,0.027,0.0,0.0073,0.0,0.0,0.0,0.027,0.0493,0.042,0.0,0.0,0.0197
Lukasz Skorupski,Bologna,GK,Serie A,2020,28,2520,0,0,0.0,0.0,0,0.0,0,0,3.51,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1252,0.1252,0.0,0.0,0.0
Federico Barba,Benevento,D S,Serie A,2020,32,2661,0,2,0.54,1.53,0,0.54,13,13,4.67,4.18,0.0,0.0676,0.0183,0.0516,0.0,0.0183,0.4397,0.4397,0.1579,0.1412,0.0,-0.0183,0.016
Perparim Hetemaj,Benevento,M S,Serie A,2020,31,2236,0,2,0.59,1.16,0,0.59,12,15,3.04,1.73,0.0,0.0805,0.0239,0.0468,0.0,0.0239,0.483,0.6038,0.1223,0.0697,0.0,-0.0239,0.0337
Ivan Radovanovic,Genoa,D M S,Serie A,2020,33,2227,0,0,0.2,0.15,0,0.2,6,3,4.5,4.44,0.0,0.0,0.0081,0.0059,0.0,0.0081,0.2425,0.1212,0.1817,0.1794,0.0,-0.0081,-0.0059
Alex Cordaz,Crotone,GK,Serie A,2020,36,3240,0,0,0.0,0.01,0,0.0,0,1,2.75,2.74,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0278,0.0764,0.0761,0.0,0.0,-0.0002
Gianmarco Ferrari,Sassuolo,D S,Serie A,2020,34,3013,0,4,1.72,1.66,0,1.72,25,14,10.24,9.22,0.0,0.1195,0.0512,0.0496,0.0,0.0512,0.7468,0.4182,0.3059,0.2753,0.0,-0.0512,0.0699
Federico Ceccherini,"Fiorentina,Verona",D S,Serie A,2020,28,2032,0,0,1.11,0.48,0,1.11,12,5,8.65,8.45,0.0,0.0,0.0492,0.0211,0.0,0.0492,0.5315,0.2215,0.383,0.3744,0.0,-0.0492,-0.0211
José Reina,Lazio,GK,Serie A,2020,29,2610,0,0,0.0,0.02,0,0.0,0,1,4.28,4.26,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0345,0.1477,0.1469,0.0,0.0,-0.0007
Elseid Hysaj,Napoli,D S,Serie A,2020,24,1783,0,2,0.24,1.71,0,0.24,8,15,8.22,6.8,0.0,0.101,0.0123,0.0863,0.0,0.0123,0.4038,0.7572,0.415,0.3432,0.0,-0.0123,0.0147
Kalidou Koulibaly,Napoli,D S,Serie A,2020,26,2212,0,0,0.98,0.3,0,0.98,11,7,9.9,9.79,0.0,0.0,0.0398,0.0121,0.0,0.0398,0.4476,0.2848,0.4028,0.3983,0.0,-0.0398,-0.0121
Nikola Maksimovic,Napoli,D S,Serie A,2020,17,1206,0,0,0.58,0.18,0,0.58,5,3,7.01,6.98,0.0,0.0,0.0436,0.0132,0.0,0.0436,0.3731,0.2239,0.5233,0.5212,0.0,-0.0436,-0.0132
Marko Rog,Cagliari,M,Serie A,2020,14,1171,0,0,0.19,0.27,0,0.19,8,8,1.58,1.2,0.0,0.0,0.0149,0.0209,0.0,0.0149,0.6149,0.6149,0.1216,0.0924,0.0,-0.0149,-0.0209
Luigi Sepe,Parma Calcio 1913,GK,Serie A,2020,36,3240,0,0,0.0,0.0,0,0.0,0,0,5.42,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1506,0.1506,0.0,0.0,0.0
Federico Bernardeschi,Juventus,D M S,Serie A,2020,27,945,0,2,1.67,3.31,0,1.67,13,24,6.39,3.22,0.0,0.1905,0.1594,0.3153,0.0,0.1594,1.2381,2.2857,0.6086,0.3065,0.0,-0.1594,-0.1248
Andrea Consigli,Sassuolo,GK,Serie A,2020,37,3330,0,0,0.0,0.0,0,0.0,0,0,4.48,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.121,0.0,0.0,0.0
Francesco Acerbi,Lazio,D,Serie A,2020,32,2814,0,1,1.04,1.18,0,1.04,8,10,10.5,9.72,0.0,0.032,0.0333,0.0377,0.0,0.0333,0.2559,0.3198,0.3357,0.3109,0.0,-0.0333,-0.0057
Alfred Duncan,"Cagliari,Fiorentina",M S,Serie A,2020,23,1237,0,1,0.18,1.36,0,0.18,8,11,4.9,4.04,0.0,0.0728,0.0134,0.0989,0.0,0.0134,0.5821,0.8003,0.3563,0.2939,0.0,-0.0134,-0.0261
Andrea Masiello,Genoa,D,Serie A,2020,30,2575,0,0,0.55,0.26,0,0.55,5,7,4.77,4.27,0.0,0.0,0.0193,0.0092,0.0,0.0193,0.1748,0.2447,0.1668,0.1493,0.0,-0.0193,-0.0092
Marco Sportiello,Atalanta,GK S,Serie A,2020,15,1259,0,0,0.0,0.0,0,0.0,0,0,1.88,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1344,0.1344,0.0,0.0,0.0
Alberto Grassi,Parma Calcio 1913,D M S,Serie A,2020,23,1172,0,0,0.52,0.35,0,0.52,11,3,2.01,1.39,0.0,0.0,0.0401,0.0266,0.0,0.0401,0.8447,0.2304,0.1547,0.1068,0.0,-0.0401,-0.0266
Samir Handanovic,Inter,GK,Serie A,2020,37,3244,0,0,0.0,0.0,0,0.0,0,0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.185,0.0,0.0,0.0
Stefan Radu,Lazio,D S,Serie A,2020,31,2474,0,3,0.34,1.51,0,0.34,7,19,11.12,9.87,0.0,0.1091,0.0123,0.0551,0.0,0.0123,0.2546,0.6912,0.4047,0.3592,0.0,-0.0123,0.054
Luca Ceppitelli,Cagliari,D S,Serie A,2020,19,1474,0,0,0.5,0.07,0,0.5,7,2,3.82,3.8,0.0,0.0,0.0307,0.0041,0.0,0.0307,0.4274,0.1221,0.233,0.2319,0.0,-0.0307,-0.0041
Bartlomiej Dragowski,Fiorentina,GK,Serie A,2020,36,3150,0,1,0.0,0.05,0,0.0,0,1,2.25,2.19,0.0,0.0286,0.0,0.0015,0.0,0.0,0.0,0.0286,0.0642,0.0627,0.0,0.0,0.0271
Giorgio Chiellini,Juventus,D S,Serie A,2020,17,1391,0,1,0.58,0.67,0,0.58,6,2,8.07,8.07,0.0,0.0647,0.0374,0.0435,0.0,0.0374,0.3882,0.1294,0.5224,0.5224,0.0,-0.0374,0.0212
Riccardo Marchizza,Spezia,D S,Serie A,2020,24,1557,0,2,0.45,1.23,0,0.45,7,15,3.04,2.13,0.0,0.1156,0.026,0.0713,0.0,0.026,0.4046,0.8671,0.176,0.1232,0.0,-0.026,0.0443
Antonio Mirante,Roma,GK,Serie A,2020,13,1156,0,0,0.0,0.0,0,0.0,0,0,2.03,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1584,0.1584,0.0,0.0,0.0
Fabio Depaoli,"Atalanta,Benevento,Sampdoria",D M S,Serie A,2020,22,1399,0,0,0.34,0.63,0,0.34,10,12,2.25,1.69,0.0,0.0,0.0219,0.0407,0.0,0.0219,0.6433,0.772,0.1445,0.1084,0.0,-0.0219,-0.0407
Alessandro Deiola,"Cagliari,Spezia",M S,Serie A,2020,24,965,0,0,0.46,0.92,0,0.46,11,15,3.01,2.56,0.0,0.0,0.043,0.0858,0.0,0.043,1.0259,1.399,0.281,0.2388,0.0,-0.043,-0.0858
Sebastiano Luperto,Crotone,D S,Serie A,2020,23,1893,0,0,0.18,0.17,0,0.18,5,6,2.05,1.77,0.0,0.0,0.0087,0.0079,0.0,0.0087,0.2377,0.2853,0.0977,0.0843,0.0,-0.0087,-0.0079
Luca Marrone,Crotone,D S,Serie A,2020,21,1590,0,0,0.22,0.0,0,0.22,4,0,1.09,1.04,0.0,0.0,0.0122,0.0,0.0,0.0122,0.2264,0.0,0.0617,0.0591,0.0,-0.0122,0.0
Mário Rui,Napoli,D S,Serie A,2020,27,1655,0,2,0.63,2.6,0,0.63,19,31,10.39,8.89,0.0,0.1088,0.0343,0.1416,0.0,0.0343,1.0332,1.6858,0.5652,0.4833,0.0,-0.0343,-0.0328
Pierluigi Gollini,Atalanta,GK,Serie A,2020,25,2158,0,0,0.0,0.04,0,0.0,0,1,2.04,2.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0417,0.085,0.0832,0.0,0.0,-0.0017
Alex Meret,Napoli,GK,Serie A,2020,22,1980,0,0,0.0,0.03,0,0.0,0,1,2.19,2.16,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0455,0.0995,0.0983,0.0,0.0,-0.0012
Berat Gjimshiti,Atalanta,D S,Serie A,2020,33,2623,0,3,1.75,3.44,0,1.75,21,22,10.58,9.99,0.0,0.1029,0.06,0.1182,0.0,0.06,0.7205,0.7549,0.3631,0.3428,0.0,-0.06,-0.0153
Mohamed Fares,Lazio,D S,Serie A,2020,21,1151,0,1,0.97,2.01,0,0.97,14,14,4.6,2.51,0.0,0.0782,0.0759,0.1571,0.0,0.0759,1.0947,1.0947,0.3596,0.196,0.0,-0.0759,-0.0789
Paolo Ghiglione,Genoa,D M S,Serie A,2020,23,1355,0,4,0.55,2.18,0,0.55,10,18,3.95,1.89,0.0,0.2657,0.0366,0.1447,0.0,0.0366,0.6642,1.1956,0.2624,0.1254,0.0,-0.0366,0.121
Pau López,Roma,GK S,Serie A,2020,21,1814,0,0,0.0,0.0,0,0.0,0,0,4.28,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2122,0.2122,0.0,0.0,0.0
Jean-Daniel Akpa-Akpro,Lazio,D M S,Serie A,2020,32,1009,0,1,1.19,0.76,0,1.19,12,12,5.45,3.6,0.0,0.0892,0.1057,0.0679,0.0,0.1057,1.0704,1.0704,0.4865,0.3214,0.0,-0.1057,0.0213
Salvatore Sirigu,Torino,GK,Serie A,2020,32,2880,0,0,0.0,0.0,0,0.0,0,0,1.77,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0553,0.0553,0.0,0.0,0.0
Bryan Dabo,Benevento,M S,Serie A,2020,25,1113,0,0,0.79,0.27,0,0.79,12,7,2.62,2.22,0.0,0.0,0.0639,0.0216,0.0,0.0639,0.9704,0.566,0.2122,0.1792,0.0,-0.0639,-0.0216
Alessio Cragno,Cagliari,GK,Serie A,2020,34,3060,0,0,0.0,0.0,0,0.0,0,0,2.26,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0665,0.0665,0.0,0.0,0.0
Kevin Bonifazi,Udinese,D S,Serie A,2020,30,2476,0,0,1.19,0.16,0,1.19,17,2,4.66,4.52,0.0,0.0,0.0433,0.006,0.0,0.0433,0.6179,0.0727,0.1693,0.1642,0.0,-0.0433,-0.006
Simon Kjaer,AC Milan,D,Serie A,2020,28,2403,0,2,1.03,1.19,0,1.03,16,7,6.94,6.61,0.0,0.0749,0.0385,0.0445,0.0,0.0385,0.5993,0.2622,0.2599,0.2475,0.0,-0.0385,0.0304
